parameters,mean,std,mcse,ess_bulk,ess_tail,rhat,ess_per_sec,2.5%,25.0%,50.0%,75.0%,97.5%,distribution
η_ka[9],0.8092528549289989,0.8181248381460131,0.0189262498187022,1932.4105862249446,1198.1725160484639,1.001880105317278,0.018444608989555227,-0.7933169111087219,0.2536959251931625,0.8024879157735241,1.322257349372114,2.436419323674726,posterior
η_ka[10],0.21725955988321938,0.8017212585776133,0.01732531357397635,2212.6866579470725,1297.601115528733,1.003236831180735,0.021119807826124534,-1.2829441615769657,-0.3133574182666111,0.17701640995059897,0.7380485146101761,1.8466573756088038,posterior
σ,0.5472489404522608,0.4767509893219671,0.010670421654403678,1958.176879081055,2082.1697234896105,1.000702828944388,62.84264695382076,0.016022190202915877,0.17105782836910305,0.40604251431755767,0.7971783372381318,1.7648621262185344,prior
w[1],0.03088561522102649,0.5967045168009548,0.013775710948227984,1887.1280838253642,1784.3813239301712,0.9992753027128684,60.56251873637241,-1.1286315956036876,-0.36464291149460515,0.02474238194232991,0.4270455170529417,1.2039102011416982,prior
w[2],-0.007685157466895856,0.6001849322106464,0.013238275824032766,2056.109862803944,1894.2152421976184,1.0009029232766644,65.98555400526136,-1.166820073954841,-0.4191431756559846,-0.0074495596860302835,0.4059688235386806,1.1536387486112287,prior
w[3],-0.007679256621225407,0.6132365767251889,0.014373387251030552,1818.402484872831,1741.4857448866978,1.0003088357052246,58.356947524802024,-1.1812559237400464,-0.4440624778722993,0.0008654190144477066,0.4117580743440369,1.2099136405980113,prior
w[4],0.011542040958207999,0.601416425595549,0.013871569900473252,1872.0808515383005,1963.7406216688385,1.0012521093618012,60.07961654487485,-1.1716372390530136,-0.38512782690963826,0.016421812393009837,0.4251551293295511,1.1596835056776134,prior
w[5],-0.0006742960106807944,0.585759549730051,0.01316934935073097,1982.2455037718698,1934.6309217716864,1.0001696430996247,63.615067515143444,-1.1360918046061124,-0.38623617925398585,-0.003039824099679297,0.38227869970933,1.161023374613168,prior
w[6],-0.02314451443115559,0.5962151758833203,0.014543456237602738,1683.491840392461,2053.7243712056293,1.0016096749077066,54.027337624918516,-1.1567253751383224,-0.41423400643818375,-0.04058492992965286,0.3600929186921142,1.1421212726190557,prior
w[7],-0.012146568308670147,0.6078640140928089,0.014081736450395862,1848.0719289940878,1764.0603882350224,1.0014307362630954,59.30911197028523,-1.1660495464654188,-0.42487758344465965,-0.01844428179459877,0.3898344431004867,1.1905985758217648,prior
w[8],0.012196804906038104,0.61217926164587,0.01352760691433084,2043.6308329599253,2056.7230156394044,1.0015835331107792,65.58507166110158,-1.225802984988178,-0.40353496803560107,0.014667593320350215,0.43553702084247986,1.160725601887313,prior
w[9],-0.006493881063975273,0.5844286583056032,0.013498284763506865,1876.4208849402291,1882.712922777331,0.9999845288818122,60.21889874647719,-1.1576119567188943,-0.38910439783475576,-0.011949272763355244,0.3952096361175583,1.1353932074261877,prior
w[10],-0.014094397969975797,0.6128559273263076,0.013188687829680915,2156.5487988110267,1873.9654874741316,0.9995289780977866,69.20888314541163,-1.1881590861813267,-0.4337657627454677,-0.0062831717645343375,0.39690801641926987,1.20941494320756,prior
w[11],-0.0012570707494078813,0.6021539820765974,0.01305762647732215,2139.260310291175,1856.3991756311668,1.0016261624361282,68.65405360369624,-1.2239694419636329,-0.4173205318568588,-0.011065111285792073,0.41568659396819335,1.2122655744113786,prior
w[12],-0.00038057124524231155,0.6023622902986145,0.013289215818708015,2057.8871961495165,1652.5885441477644,1.0011125493126427,66.04259294446459,-1.1908839472116328,-0.41388626026379227,0.01948153868337989,0.3998494731991093,1.1658260792636557,prior
w[13],-0.0031687946280632654,0.6169747276661234,0.014179468691907967,1892.3140985348682,1883.061585632015,1.0003914262059308,60.728950530644035,-1.2032823843527098,-0.40960180763756504,0.004249600579034807,0.4072396491930485,1.1868864013220637,prior
w[14],-0.024141555633234432,0.6040748946492128,0.013513369208832367,1996.1440631881733,2063.1647667729358,1.0022270976449303,64.06110600732264,-1.2054857450561842,-0.4372420463308862,-0.02060351467950066,0.3738943810113596,1.1767617939524218,prior
w[15],0.010019190829886046,0.6120996832927716,0.013855462685235829,1953.0349406921898,1876.0935141706102,1.0004826308277606,62.67762967561585,-1.2269534402870454,-0.3989148166341366,-0.0005686313408082727,0.4216474917638431,1.207756128241455,prior
w[16],0.0002477104630299545,0.5883993479018277,0.013000079736393857,2037.873715215801,1809.381362302528,0.9998129724003366,65.40031178484598,-1.1345360140591874,-0.4130498324703594,-0.006102038305417077,0.38973650986158503,1.1620521416614078,prior
w[17],-0.01210138281399341,0.602314288518721,0.013680430972816805,1941.1023050918914,1956.3404640830186,0.9995624708055838,62.29468244839189,-1.1955754328283588,-0.4278904915474142,-0.01786733038417106,0.42173920403949616,1.1245062815035807,prior
w[18],0.03445777150768806,0.5931568992652109,0.013608787223179883,1897.4547815796357,1817.678524493498,1.0036142841176237,60.89392752181116,-1.1877143706387754,-0.36501907144439666,0.041382208526903067,0.42475905083030646,1.1720694307626696,prior
w[19],-0.016125411592025827,0.61348056943893,0.013928828363656533,1935.5685967456,1926.5506771222872,1.0017405084236506,62.11709232174583,-1.2250640488363636,-0.43602762017062524,-0.012903465820404825,0.40327689197767297,1.1371871866539065,prior
w[20],-0.005057293202512783,0.5963433942847631,0.012605579342619723,2240.903167189205,1957.3268929939434,1.001255097044571,71.91601948617473,-1.2178501459750488,-0.3941280403417695,-0.007977405500347779,0.39910177891273185,1.1410461128112266,prior
w[21],0.0019248041646717745,0.6224243563264881,0.014169538104365645,1929.0024265150669,1852.5218577588032,0.9995497509161277,61.90636798828841,-1.2178158456398926,-0.41192197789209245,0.004408556652473092,0.40981951285092394,1.2401507871295505,prior
w[22],-0.01182611241789409,0.5876522348244433,0.01331802607305942,1951.9365062913212,2014.8910594648166,1.000371877923729,62.642378250684246,-1.0955935422761933,-0.4312945476451768,-0.022976032797007058,0.3908320314452063,1.1400661131820136,prior
w[23],-0.008500034445327462,0.6105653192721471,0.013605161002113482,2012.8462391841358,1978.1363839575788,1.0030314493095445,64.59711935764236,-1.2027515048154742,-0.4056984434000628,0.009416881680712332,0.38785047554975044,1.1672638979836722,prior
w[24],0.01699861826717405,0.5992043026953641,0.013287444745046157,2029.8448836026469,1905.8962925028386,0.9999939856194345,65.14264709892961,-1.173935638988523,-0.4088808137735044,0.02245345106091061,0.4321911276532842,1.1936175430787652,prior
w[25],-0.002621477871803928,0.5935685786904935,0.012593499886409676,2221.5485964493723,1894.1230231393777,1.00061733130557,71.29488435331747,-1.178038296605299,-0.4056225368817985,-0.01687514373736848,0.40282361133263506,1.233390853254135,prior
w[26],-0.0021852679739878017,0.5997644547933424,0.013496741118934905,1971.3326721737765,1771.0288025318944,1.0011102043220232,63.264848272585894,-1.1882376746182801,-0.4170907917208417,0.0017464124891354758,0.3868603577317057,1.2002836717356615,prior
w[27],0.012220965649236594,0.6040983525749942,0.013698768320693184,1936.244194139514,1853.6983265580632,0.999668165308863,62.13877388124243,-1.1736148932792663,-0.38876381148944256,0.016087800396860037,0.4154262161651404,1.1657416210638814,prior
w[28],0.002915152759292514,0.5898745800129047,0.01270620786264202,2156.9291778700604,2086.1857656005614,0.9993507690209089,69.22109043228691,-1.176429311262957,-0.39542547502427616,0.009999156413921009,0.3953414121009313,1.1572171676885066,prior
w[29],-0.025892623042016297,0.6089330001900023,0.014040200519000786,1873.4007281525774,1929.49057042704,0.9999374447225244,60.121974587695036,-1.1788134993814734,-0.4400816748830373,-0.014765209747070584,0.3944673985124263,1.146191373564786,prior
w[30],0.008969045259029052,0.5939365968842225,0.01372272869255708,1866.9385567744241,1839.231970759714,1.0005904195625788,59.9145878297312,-1.1339431799340665,-0.3867361672949283,-0.008891731176461682,0.41345094573556107,1.1652778401559776,prior
w[31],-0.007273278638004719,0.596802708292926,0.013423089756479063,1979.9277526642213,1845.2929498329977,1.0012182418145699,63.54068525880043,-1.1771183302249708,-0.4216906243358624,-0.01115283195355255,0.41158405105426865,1.1727079690609834,prior
w[32],0.013900511434844809,0.6136434725734436,0.013493785608418933,2061.961877719556,2014.4012418728887,1.000820509245031,66.17335936198832,-1.1810577462977419,-0.39134813214419917,0.008847800720567452,0.4265790779875285,1.2400545022006761,prior
w[33],-0.02247977989710416,0.6096046915323021,0.013194590689982704,2125.177126449971,1739.8114157749872,1.0003086506072107,68.20209006578855,-1.2316122205836795,-0.4253198614322116,-0.027219923686422367,0.36933228850529504,1.1552939796356314,prior
w[34],0.0075731866158583565,0.5956642212211206,0.012971903769266364,2116.862424187931,2057.7967484116393,1.0003817875152154,67.93525109717365,-1.1607848704070587,-0.3947021388847567,0.01017244358794937,0.4182505223900747,1.1746390354457894,prior
w[35],-0.004540637631502918,0.5930915961243267,0.012897475374092334,2109.6848896832294,2103.98792504281,1.0024579140361995,67.70490660087385,-1.1485191547996259,-0.4005090210100808,0.002463138854900326,0.3867700460777703,1.1857924393463963,prior
w[36],0.002416542925496569,0.60890778858421,0.01319795469433266,2127.161560579351,1804.3907233946084,1.000552340532201,68.26577537160946,-1.1686991917199003,-0.40514444350658885,-0.011032856484860026,0.4134527194278586,1.203918836836192,prior
w[37],-0.010473538112964198,0.6144758862277223,0.0133706528413306,2109.842623412054,1641.0326162899726,1.0040059549323288,67.70996865892343,-1.2280690058839867,-0.4136666758144446,-0.007078963826781692,0.3987172293437469,1.1738588027624228,prior
w[38],-0.01791858498411729,0.5908548850567082,0.013172057751309984,2015.3235603722474,1862.4076184234814,1.0022993142096257,64.67662260501436,-1.1571536447598787,-0.4195701102206235,-0.011115278509093081,0.36428729367504475,1.159367863230121,prior
w[39],-0.018416705040591636,0.5868863214842055,0.012925403082619177,2064.287588286467,1968.5597622903622,1.0004405482460506,66.24799705669021,-1.1839312639741506,-0.42413922894558936,-0.02025518263655046,0.37830303953248606,1.13195621889741,prior
w[40],0.0013361402300803773,0.596670122220096,0.01349151563777096,1952.7753918153658,1835.5051955700205,1.0008124107021898,62.66930012244434,-1.1311487219577019,-0.40820399093734827,-0.004577032989067278,0.38915122377327466,1.167771097154569,prior
w[41],0.014332107175421193,0.5970441556117988,0.013476400163644394,1969.0470476806665,1932.6324877570164,1.0008123955534058,63.1914970372486,-1.112958397975509,-0.39633485313301564,0.013938263624297165,0.40954470941695376,1.1775507345349832,prior
w[42],0.01026958303742066,0.6002115929582813,0.014346419480113209,1752.7712272365152,1652.153370488836,1.0005178646853865,56.25068123352103,-1.172346427632536,-0.38388207933597124,0.005341068262761527,0.41756782060288683,1.1625731609756633,prior
w[43],0.003603947020775843,0.612136082482958,0.0135885002876322,2032.059630158785,1977.8082601368926,1.0015166391997594,65.21372368930632,-1.1568266857948966,-0.4184892300400417,-0.0011774314014625135,0.4252805303594387,1.162399119868236,prior
w[44],0.01211107019266218,0.592888678429998,0.012937631798484365,2102.97385218181,2057.553659287947,1.0006470002793695,67.48953312521854,-1.1263062942984396,-0.39890576097858776,0.02893996787691433,0.40989256787678546,1.212056410969084,prior
w[45],0.0046283962681765494,0.6020616765580726,0.013333298181877059,2038.3562410423908,1943.7229281466164,1.000086297769303,65.41579720931935,-1.155742372326271,-0.40314089856541246,0.010067346392031615,0.4152168354411041,1.1773944207186515,prior
w[46],-0.05167375629675665,0.5903724582473503,0.013376336041332171,1951.4472941507224,1836.3498507225554,1.0031050233437093,62.62667824617209,-1.2374307692380462,-0.4374530566499844,-0.04629078226181162,0.3399105097874749,1.1094057261867214,prior
w[47],0.006153597326115842,0.6060134935745815,0.013657252430209384,1947.4594510666038,1810.4962623031533,1.002281308851955,62.49869868634801,-1.1198119659756718,-0.43143066353662074,0.004218414126742915,0.4288661677474757,1.1913913208614038,prior
w[48],-0.014061379232477687,0.5959440793841752,0.013223108950885184,2031.9072720262884,2008.4421149229836,1.0013831108135354,65.20883414718512,-1.167472853213408,-0.43089274300679503,-0.01732280229983382,0.38744013778925024,1.149689510286447,prior
w[49],-0.024865614583520795,0.6083028789526892,0.013925990484560287,1903.8909415857065,2038.251558544922,1.0011194485017851,61.10047951173641,-1.1930109737534575,-0.43392475021014193,-0.02847115110034366,0.3927395835544054,1.1364828337053465,prior
w[50],0.0035725757838821143,0.6034595068479699,0.013225950499027913,2106.9451374311907,1933.4714752687955,1.000243075958885,67.6169813039535,-1.1608237371424086,-0.400369366210552,0.009072896104872673,0.40602586406381785,1.231522637641935,prior
w[51],0.010744098221892663,0.6085591803472015,0.013377371770952298,2071.855295825978,2012.9907493751814,1.0006734967135906,66.49086315230994,-1.1719892042695252,-0.3893376753767716,0.01761725558947215,0.40211178915572676,1.212282903645479,prior
w[52],-0.009473447158498079,0.597172838426982,0.013404500937979855,1981.6523154630838,2054.173134152247,0.9991720140113645,63.596030663128495,-1.1775954205910955,-0.42059252423683025,-0.014378156451805915,0.4058352563660427,1.1486303521609502,prior
w[53],0.011883089555355792,0.6020645311530352,0.013445612004676437,2003.5413948271944,1822.9414412204944,0.9991723633485673,64.29850432693178,-1.212740395726669,-0.39872046584476,0.02461568677062282,0.4351032199653886,1.1906139090103283,prior
w[54],0.02694466209922999,0.582153158880609,0.012924771451581392,2024.2625625966473,2055.34648116097,1.0011393232706023,64.9634968740901,-1.0991736743631897,-0.3644206709204561,0.023422958217512002,0.4043265571368786,1.1814859187676525,prior
w[55],-0.016776182926429663,0.6041435513499416,0.01351175715941982,2000.1664336265735,1795.0213716459496,1.0012493560753708,64.19019363371545,-1.1576295292682186,-0.42544960666024545,-0.017971492459485015,0.38051248804105653,1.2308918383997633,prior
w[56],0.03690970487908479,0.6063909766472911,0.013885278824560372,1908.8522744089757,1880.1738642619607,1.0027009853228985,61.2597007191584,-1.1782566056075687,-0.3652212421782943,0.05103739190343701,0.4331724453338117,1.2246086945234036,prior
w[57],0.01259872250256231,0.5899564921461918,0.013505479436374049,1909.8478421750447,1857.5969350574705,1.0004146031047567,61.29165090420554,-1.1607953985320776,-0.37514209004019927,0.033118068555921795,0.38991774423283937,1.1558042558162658,prior
w[58],0.006261065714114644,0.6029959766893381,0.013377999662376712,2025.9729884794933,1834.0083761969433,1.0005902927205592,65.01838859048438,-1.180665665738311,-0.39508348430107476,-0.0034965001203601928,0.40798162579177244,1.1770801418158414,prior
w[59],-0.018584348009171577,0.5996307411269716,0.013437118502456121,1992.036014890842,2010.7990366664872,1.0000461099327531,63.92926877056617,-1.1666733506712992,-0.43345701469831877,-0.020780407280487127,0.39320240820728564,1.18875952327436,prior
w[60],-0.001418168194157528,0.6056182827799204,0.014098456881701865,1851.0800877186507,1787.667033512846,1.003727327002057,59.40565108211331,-1.1564656456292657,-0.4158878143514184,-0.015368094579727576,0.39901653557588534,1.2126176604679766,prior
w[61],0.00737418251643018,0.6122390383336226,0.014300186887536365,1829.9008670613393,1933.5156633104493,1.0011878357988235,58.72595850646147,-1.2612473861597613,-0.3992032530568712,0.002357391984908044,0.42471258154185765,1.206503709542937,prior
w[62],-0.002101942095461018,0.5976303853894169,0.012819454440673174,2171.9613927778814,1729.1889626603904,1.0012922627187768,69.7035106796496,-1.1699342861040791,-0.40702746051256844,-0.0022913380962860577,0.3997665627682578,1.1700118074192016,prior
w[63],-0.010743854612981874,0.5890039646207198,0.012828851788785109,2070.077565348972,2016.0680755281048,1.0000548707381118,66.4338114681955,-1.194955488978964,-0.40404440940379915,-0.019100043945094083,0.3916789456194998,1.145758900907637,prior
w[64],-0.002970341623898452,0.5939769253657786,0.01336470176064017,1980.9848857239858,2054.626595352343,1.00006419074027,63.5746112234912,-1.1847601216060304,-0.387091396189126,-0.0007300106627838723,0.39849622033312687,1.152189643667351,prior
w[65],0.006664520577866793,0.5916858440332536,0.013066856534603018,2049.166584887725,1754.7512750364067,0.998886816180562,65.76272737123637,-1.1821215005365093,-0.3863427273474853,0.001994115639464779,0.39815192984528136,1.1887113434668817,prior
ω_CL,0.36540826752293465,0.26445196845456787,0.005765188464793489,2128.428535616887,1941.1819066925736,1.0002628206835067,68.3064356744829,0.012847770908146396,0.1398130448645694,0.31184028699806415,0.5524456879059775,0.9352131333814098,prior
η_CL[1],0.016455751990854355,0.9963261377548835,0.022337198986014235,1981.837303054927,1916.3191483390754,1.001505055619438,63.601967363765304,-1.9207376772792182,-0.6793285999030454,4.000259233793383e-6,0.6932932477252124,1.9999824167297577,prior
η_CL[2],-0.024586717128616223,0.9686597774912767,0.02198500413518893,1955.6955012106323,1874.9014300719705,1.0021445422615345,62.763013517671126,-1.990830943319294,-0.6445043152355487,-0.04962098523105549,0.6216533953261493,1.8418493170689851,prior
η_CL[3],-0.0016907923808095339,1.0065301353080096,0.022737868049221267,1969.6499009321724,1712.357419131633,1.0007428319298455,63.210844060724405,-2.0017967706206994,-0.6785281163409757,0.025967108861700686,0.6591917402979621,1.9792850927594163,prior
η_CL[4],0.004785479147964255,1.0243124693032484,0.023340768506660635,1935.4207185067994,2023.524360252627,1.001209926860026,62.112346550282396,-1.9324760651550137,-0.6851848827510227,-0.020504838734897664,0.6666006402344806,2.1290590282839,prior
η_CL[5],0.011344861127179254,1.0087613240807978,0.02339785401038212,1820.626828272206,1928.1101254514913,1.0018297132182716,58.428332101161935,-1.8709611757343172,-0.7144237415834751,0.013436551511632124,0.7078334506441962,2.0028800553613655,prior
η_CL[6],-0.021970223327650657,1.0053658998385084,0.023473298370170294,1833.2543509219058,1895.1302450412443,0.9991729141202188,58.8335799397274,-1.9029191987240464,-0.7317642663888813,0.014333057772150121,0.6386209636931158,1.965188661698039,prior
η_CL[7],0.02506537406900304,1.006055936751168,0.023112101697155305,1898.0623022491745,1945.7122019178075,1.001728121280749,60.91342433405566,-1.8995848134189401,-0.6881850591796446,0.03218483358925148,0.6859338611714044,2.042767328046204,prior
η_CL[8],0.016431114491881747,1.0077307847286425,0.023205730341744328,1885.5658601243938,1935.7121726086903,0.9994174556045183,60.51238318756078,-1.9545141123491647,-0.6472419053902619,0.024484133448602487,0.7113126316996816,1.9643238782200616,prior
η_CL[9],0.006987713735381931,0.9827356515456672,0.021555598827007205,2077.8018329487345,1908.3968072924415,0.9991023095787841,66.68170195599276,-1.9272614203998644,-0.6129690772430125,0.0029303901454919385,0.6581235708259785,1.9036655321334388,prior
η_CL[10],0.006055419656644859,1.0071207979680394,0.023414521628738885,1854.9130440613294,1867.3951071501092,1.0017752393496333,59.52865995062033,-2.0026865114278656,-0.7047558248754877,0.0090297119906597,0.6605055766453747,2.0110023197509315,prior
ω_V2,0.35818264302048,0.2570403362292964,0.005724060150961819,2033.9591697119781,1932.09505291069,1.000532385548985,65.27468452220725,0.014478652435521024,0.1448970871145211,0.3012891489205386,0.5339526757726338,0.9364765820420349,prior
η_V2[1],0.03873832352967273,0.9960620645561966,0.022970379702178922,1889.0497297791878,2009.1937863969963,1.0009251085443227,60.62418901730385,-1.9503843531109974,-0.6303269441059498,0.06204344630279472,0.7059274206822004,2.0350226350697107,prior
η_V2[2],-0.053571676670819274,1.0074078551230248,0.0222305229191601,2058.3457183438845,1818.8440988249351,1.0028468322043924,66.05730803414264,-2.01674826948398,-0.7348848391831085,-0.044439546509081475,0.6242644108383715,1.92933666358011,prior
η_V2[3],-0.0042982813887890384,0.9995223443049132,0.02403995899240062,1730.8087332030423,1893.7457405940106,0.9989827163853513,55.545851514860146,-1.9553081892079467,-0.675131533760847,0.01819494972440624,0.6762220195747667,1.902117385620014,prior
η_V2[4],0.0024242569618364174,0.9873146221394667,0.021329747718334936,2145.3430661395937,2013.724502475451,1.0004957839720439,68.84926399677772,-1.9830500552377255,-0.6625822066111413,0.030540113089627056,0.6672844108657314,1.86305022321216,prior
η_V2[5],-0.007467958070360096,0.9843530430929837,0.022375444527169948,1946.786580255221,1744.376211611405,1.0022125610888901,62.47710462950003,-2.007245335603582,-0.6539680636135476,0.015404079426731283,0.6468848931976285,1.8643600801702516,prior
η_V2[6],0.003048439346157204,1.0115045819215174,0.0235098755620199,1866.4309260487516,1810.3427628074185,1.0005575440660068,59.89829672813709,-1.9409117766435329,-0.6847320062927048,-0.04036737442780765,0.7257253729909001,1.9753973608010533,prior
η_V2[7],0.011272866318987874,1.0077703720427043,0.023404420375801087,1854.0833850694355,1801.1616275571596,1.0004032533061449,59.50203418066224,-1.95617505022847,-0.6668616037908554,0.006147551990499298,0.6894405540191636,1.9861406732565807,prior
η_V2[8],0.012727310454273905,1.002837222362373,0.021520520297137566,2167.33172205334,1847.4443476021697,1.0005834067284725,69.5549333136502,-1.8968707933105815,-0.674901504559847,-0.007440130939274091,0.7133267729632998,1.9253524100232375,prior
η_V2[9],-0.018163857209740158,1.0078223675648068,0.02314500809715071,1903.382545729787,1797.0428364781533,1.0013312780080308,61.08416385525632,-2.0616327050911556,-0.655699182249242,-0.020845563366032695,0.6625336360131524,1.9944370487485101,prior
η_V2[10],-0.0032983094732850003,1.0071856435098128,0.023122424676900656,1900.8654955826175,1973.7634808452606,1.000203290526994,61.003385609198254,-1.9666485610662636,-0.6913601635984248,-0.0015989090650266264,0.6925719210789021,1.9686907598466308,prior
ω_ka,0.3700993901892049,0.26801521312137905,0.00583011870794041,2127.690803333601,2004.336998919941,1.0015972102972048,68.28276005563545,0.01177077342721783,0.13975074540432605,0.3123810892733392,0.5557216415741193,0.9446259147395524,prior
η_ka[1],-0.025993467530722254,0.9574630743006974,0.02161915968068953,1966.837774871078,1846.9644697510885,1.0007803960750794,63.12059611267901,-1.8845912895805688,-0.7203725858489985,-0.00147958429895227,0.6254898734839918,1.8580461738076683,prior
η_ka[2],0.06406516409581002,0.9873348556524453,0.02405418618758074,1682.396243241771,1722.7113170295083,1.0002173181791927,53.99217725422885,-1.8598787728837571,-0.5928375601541782,0.040659414476366555,0.7514311131084208,2.0407857242182263,prior
η_ka[3],-0.023979346165755352,1.0004389988116535,0.022063375165280716,2051.625662669437,2090.040528582774,1.0013329688843358,65.84164514343509,-1.9672487355528814,-0.7062699268586197,-0.018715774731164578,0.6421400875562565,1.9611330962787257,prior
η_ka[4],-0.0341018185843536,0.9782727326142742,0.021736713072659817,2022.6384571245353,1981.355676974644,1.0003414731591334,64.91137538910576,-1.905548367232201,-0.7132359374754674,-0.03888570923197024,0.6419085320488553,1.910473013351851,prior
η_ka[5],0.024075317097239857,0.9977143262582009,0.021828366291279995,2082.780627639049,1931.6183569096347,1.0001773249546944,66.841483557094,-1.8275371788917034,-0.6617907007881135,0.003812084257117946,0.7181333021816472,1.9361900019967406,prior
η_ka[6],0.010462272255297637,0.9701208263949004,0.021763606907905162,1988.3452471131416,1973.0656992640702,1.000041600926597,63.81082307808541,-1.9287372780344643,-0.6320426789385943,0.012196014867170856,0.6548206724870725,1.9245696970596966,prior
η_ka[7],-0.03942177793410069,1.007932695667876,0.02362126915831829,1820.8562557400867,1970.7408291751692,1.0010616983987088,58.43569498524027,-2.0394507902533174,-0.7177607839183713,-0.03567943348944495,0.6455096132502309,1.9297939531357688,prior
η_ka[8],0.00934188029942294,1.0180516763655665,0.022404890165294462,2064.5198366367836,2010.4597080986216,0.9996676117594484,66.2554504697299,-2.027513232905364,-0.6955942446908878,0.03682994189257146,0.6781261798510958,2.067843660406598,prior
η_ka[9],0.0071758891780988624,0.9903194065319584,0.021783994939520008,2068.675880297022,1999.0798153462833,0.9995322728704715,66.3888279941278,-1.9412050939250394,-0.6661034886022668,0.016272691318300787,0.6712025596817649,1.9481394774489231,prior
η_ka[10],0.0037345567580642485,0.9974813683540229,0.02207035278611022,2045.8367015518002,1755.9951087725394,0.9996843631228398,65.65586333606548,-1.8825892902022578,-0.6820388557020831,0.024254742894141285,0.6636145505555053,1.967536878172582,prior
